id,ürün fiyatı
0,117.93134
1,37.088867
2,38.03244
3,23.499525
4,40.47689
5,17.422411
6,19.36539
7,43.082657
8,39.000443
9,83.1226
10,13.627155
11,35.55517
12,33.653374
13,31.229029
14,27.185698
15,14.800056
16,40.049175
17,26.77643
18,28.079464
19,22.978037
20,22.852255
21,23.696268
22,45.24284
23,19.490559
24,18.813503
25,14.631452
26,22.82646
27,10.701397
28,24.918646
29,7.4498315
30,10.193587
31,8.689563
32,2.4364877
33,5.4619017
34,11.845881
35,5.7213106
36,7.098038
37,41.862427
38,15.486928
39,13.913778
40,22.918905
41,23.162512
42,12.035559
43,38.96988
44,23.173893
45,54.85347
46,55.763485
47,25.157572
48,41.87724
49,53.129402
50,41.277252
51,41.40705
52,14.125539
53,51.93967
54,83.171745
55,54.8005
56,12.647406
57,18.46839
58,20.723806
59,23.667032
60,15.254353
61,15.992468
62,20.362917
63,23.281195
64,12.589895
65,16.028154
66,10.80687
67,9.86318
68,26.418179
69,27.330309
70,13.675858
71,18.761501
72,17.734308
73,13.715934
74,49.107346
75,48.63832
76,48.76976
77,53.665443
78,62.45166
79,108.347855
80,36.579403
81,41.99156
82,24.326466
83,43.366432
84,17.297438
85,19.711962
86,41.89365
87,38.518368
88,69.407845
89,12.681508
90,34.510727
91,34.444542
92,27.310873
93,27.154188
94,15.143241
95,36.42018
96,25.908545
97,27.215803
98,21.854586
99,22.761911
100,26.67267
101,44.23886
102,23.865059
103,17.394632
104,13.861573
105,23.949331
106,10.069205
107,26.005032
108,8.944328
109,10.921517
110,9.240026
111,2.178972
112,5.199677
113,12.046111
114,6.1124997
115,7.4646153
116,38.558853
117,16.912554
118,13.549578
119,24.33941
120,21.536436
121,11.30955
122,41.884968
123,25.546103
124,49.59806
125,57.23656
126,27.48575
127,37.198845
128,48.043316
129,37.67333
130,37.567463
131,16.649153
132,50.6259
133,79.840706
134,62.240456
135,13.473407
136,16.467299
137,19.685692
138,23.907303
139,15.020638
140,16.932411
141,20.33634
142,24.128214
143,13.41821
144,15.136869
145,9.821056
146,10.911031
147,32.07783
148,28.276745
149,12.45979
150,17.888828
151,18.267298
152,15.3859415
153,45.41355
154,45.571648
155,51.587646
156,47.11023
157,51.850662
158,110.33198
159,37.051773
160,34.37858
161,26.855162
162,43.39126
163,15.120383
164,22.421629
165,45.99157
166,39.13067
167,76.73936
168,13.81122
169,36.073006
170,30.74827
171,35.648727
172,29.62744
173,13.576909
174,38.474182
175,27.301264
176,29.345495
177,22.4638
178,21.436571
179,25.013971
180,46.12407
181,20.58212
182,16.178852
183,14.795812
184,21.96139
185,9.783189
186,25.295456
187,7.029672
188,10.382084
189,8.575985
190,2.6772795
191,5.3122807
192,11.025523
193,4.9605627
194,6.7940183
195,37.924713
196,15.338886
197,13.683805
198,23.136164
199,22.650702
200,11.488902
201,38.454533
202,25.32595
203,49.39279
204,55.45649
205,26.751623
206,43.06624
207,51.72585
208,39.518997
209,43.56692
210,13.593759
211,50.519814
212,91.87751
213,53.41174
214,13.541455
215,17.42256
216,17.694387
217,22.23044
218,14.524597
219,16.173813
220,18.587229
221,22.643806
222,12.910871
223,16.135975
224,9.910472
225,8.796126
226,26.87065
227,26.816618
228,12.358143
229,16.82332
230,16.623247
231,13.554021
232,49.071358
233,47.925564
234,57.842384
235,57.119877
236,65.90202
237,108.81581
238,36.250023
239,40.611893
240,23.300156
241,42.471394
242,19.072157
243,18.159704
244,46.184803
245,35.07234
246,71.484535
247,12.848357
248,37.013035
249,30.75073
250,28.077198
251,27.158731
252,15.9470825
253,36.684624
254,24.988943
255,25.613626
256,20.582338
257,19.683346
258,27.160788
259,44.819855
260,22.53744
261,16.919302
262,14.9243355
263,22.419098
264,10.12461
265,26.192919
266,8.929174
267,11.284576
268,8.979344
269,2.6233282
270,5.3476343
271,11.36432
272,5.1245885
273,7.3529315
274,43.952805
275,17.212423
276,14.464678
277,25.683683
278,21.34078
279,11.532415
280,37.05684
281,28.34698
282,50.069
283,57.21723
284,28.612402
285,38.483017
286,47.087105
287,40.49517
288,41.346874
289,16.137976
290,59.071907
291,81.46641
292,60.138153
293,14.025852
294,16.463854
295,20.413382
296,22.480108
297,15.766073
298,16.48818
299,20.005552
300,21.552216
301,14.704493
302,15.224612
303,8.795232
304,10.504369
305,26.582384
306,26.972918
307,12.3903675
308,17.903568
309,18.622065
310,12.807246
311,45.790924
312,49.01477
313,53.56787
314,46.71465
315,61.59101
316,120.72722
317,40.021103
318,34.38587
319,23.174572
320,42.376717
321,15.410863
322,20.675318
323,39.019253
324,41.42077
325,76.626
326,15.193915
327,37.70571
328,32.522842
329,32.525017
330,26.56885
331,13.75106
332,40.73771
333,28.128372
334,26.545187
335,22.798027
336,23.770723
337,26.599092
338,39.727276
339,21.355867
340,18.09427
341,15.035498
342,22.399439
343,10.610866
344,26.681314
345,7.7471776
346,9.773547
347,7.5965376
348,2.2465863
349,4.8910894
350,11.673197
351,5.1781006
352,6.8825755
353,42.131668
354,17.530787
355,11.959981
356,22.294725
357,24.760105
358,12.323983
359,41.399734
360,26.88709
361,46.92886
362,51.783432
363,27.429485
364,43.91748
365,49.410965
366,41.664158
367,43.01574
368,15.038814
369,47.84114
370,80.24553
371,62.87341
372,11.401793
373,18.565062
374,19.662334
375,26.31868
376,15.029293
377,17.6603
378,18.71874
379,21.997002
380,15.584491
381,16.4727
382,10.529595
383,9.85237
384,28.879648
385,24.361506
386,13.498673
387,17.570833
388,17.05135
389,13.842611
390,45.06915
391,52.08644
392,53.417046
393,49.970856
394,57.703487
395,116.4305
396,35.96887
397,43.01818
398,22.840214
399,43.588264
400,16.041756
401,22.152624
402,43.243435
403,39.079758
404,78.63499
405,13.033341
406,39.70809
407,31.472178
408,34.537727
409,26.638735
410,14.719817
411,40.33909
412,26.358557
413,27.095007
414,20.665522
415,19.421392
416,26.485596
417,46.489937
418,22.70023
419,17.90471
420,15.843899
421,22.835651
422,10.112787
423,25.847591
424,7.955339
425,9.810239
426,8.395763
427,2.7861006
428,5.0803695
429,11.723414
430,5.601544
431,6.810967
432,44.284588
433,16.531357
434,12.542642
435,22.952583
436,21.974329
437,11.202385
438,38.17032
439,26.666876
440,53.791386
441,60.265953
442,27.844036
443,41.05146
444,49.413155
445,44.295994
446,44.141853
447,14.278435
448,51.064556
449,93.10294
450,54.6536
451,14.403708
452,17.149714
453,21.711569
454,25.82944
455,15.292807
456,17.086443
457,21.182478
458,23.242403
459,13.003259
460,15.702596
461,9.814471
462,9.879171
463,22.80531
464,26.447523
465,13.923027
466,18.52785
467,17.901531
468,13.4243765
469,46.818874
470,47.293964
471,47.38648
472,59.55104
473,60.066235
474,136.77457
475,39.511044
476,35.731396
477,23.306765
478,44.08098
479,19.156874
480,19.368216
481,38.670464
482,41.60791
483,69.08236
484,15.248311
485,40.62925
486,29.414999
487,32.55919
488,28.085257
489,13.322773
490,45.01454
491,27.78701
492,27.137184
493,21.895063
494,20.158371
495,26.600409
496,36.951813
497,25.183626
498,18.92766
499,16.076038
500,23.449144
501,10.853266
502,22.702524
503,7.903065
504,10.859042
505,8.674693
506,2.469465
507,5.721582
508,11.470752
509,5.337158
510,7.7117915
511,39.06047
512,16.268381
513,13.258725
514,21.703768
515,21.881182
516,10.373319
517,39.40917
518,26.904211
519,51.932182
520,51.956753
521,26.988258
522,39.27717
523,50.53203
524,39.591236
525,38.43313
526,13.909368
527,47.372414
528,96.48566
529,56.966778
530,12.923829
531,18.501741
532,19.619356
533,22.43973
534,14.562401
535,16.122202
536,20.896172
537,24.613503
538,14.0636835
539,17.24061
540,10.848798
541,9.7449255
542,25.048721
543,26.14933
544,14.855292
545,18.30919
546,18.14908
547,13.839954
548,47.67408
549,48.260643
550,50.38224
551,56.315804
552,51.174797
553,97.80002
554,41.477203
555,32.465828
556,23.206562
557,47.384434
558,17.47489
559,19.749992
560,38.90342
561,41.86554
562,80.62365
563,14.736046
564,38.73724
565,33.53431
566,30.71732
567,26.234713
568,13.912509
569,42.717552
570,25.572563
571,28.218872
572,22.885038
573,21.946909
574,26.067163
575,52.810814
576,24.438066
577,16.077658
578,14.1449175
579,24.987051
580,10.751752
581,26.211145
582,8.229434
583,11.528823
584,8.608469
585,2.3431966
586,5.7198453
587,12.089804
588,5.848942
589,7.5354276
590,37.16632
591,16.587114
592,12.763755
593,22.992115
594,22.874624
595,11.628036
596,40.65063
597,28.458593
598,53.38595
599,50.976486
600,25.402246
601,35.44907
602,51.724064
603,44.296944
604,38.930565
605,12.875451
606,58.52562
607,85.01621
608,64.31178
609,12.9530115
610,17.423487
611,21.924109
612,26.635927
613,14.324729
614,16.191946
615,22.387865
616,25.234793
617,14.713025
618,17.84646
619,10.899062
620,10.103538
621,30.016901
622,25.147432
623,13.141484
624,17.990088
625,17.521025
626,13.821588
627,48.938156
628,52.064995
629,51.81424
630,46.47419
631,59.701168
632,129.61566
633,39.25734
634,43.660225
635,21.375963
636,48.81668
637,19.707256
638,19.203447
639,36.848682
640,34.156235
641,76.59849
642,14.510507
643,37.837727
644,30.660133
645,29.852869
646,28.313845
647,14.769395
648,43.257477
649,24.913486
650,27.822927
651,22.18813
652,22.018873
653,24.91519
654,48.08869
655,22.157759
656,16.83588
657,16.153788
658,21.517187
659,9.990812
660,28.078863
661,7.9308925
662,10.883357
663,9.0475855
664,2.6556888
665,5.741613
666,10.817974
667,5.557494
668,9.010887
669,40.165974
670,19.496511
671,14.1047735
672,23.654646
673,24.88185
674,11.679433
675,46.00711
676,25.184546
677,50.524124
678,49.69124
679,28.816349
680,42.84465
681,51.092037
682,36.540913
683,37.42424
684,14.21957
685,51.970985
686,85.62368
687,67.46969
688,12.479044
689,18.272558
690,19.438772
691,23.232132
692,13.983357
