id,ürün fiyatı
0,111.77176
1,38.540512
2,38.920795
3,22.360207
4,40.29929
5,17.764437
6,18.622955
7,41.52935
8,38.03796
9,83.30291
10,14.223921
11,35.877037
12,33.501095
13,31.890429
14,27.406889
15,13.897565
16,40.50024
17,27.36225
18,28.219572
19,21.183699
20,21.927912
21,23.320448
22,44.830723
23,19.343801
24,17.66168
25,13.915574
26,21.17029
27,10.2838955
28,25.186127
29,7.378098
30,9.497206
31,7.958282
32,2.7033575
33,5.965602
34,11.34808
35,5.004896
36,6.229281
37,39.989735
38,16.914797
39,14.368697
40,23.896719
41,22.79463
42,11.770913
43,40.000927
44,22.405554
45,53.599964
46,53.52791
47,24.748941
48,40.2793
49,49.595245
50,37.599457
51,39.338093
52,13.874401
53,48.99365
54,80.15964
55,53.88174
56,12.206663
57,18.40016
58,20.851217
59,23.972681
60,13.833786
61,14.91914
62,19.984993
63,23.87614
64,13.0461235
65,16.266588
66,9.895744
67,9.362011
68,25.89975
69,26.899363
70,13.412012
71,17.937044
72,17.078672
73,13.389729
74,47.011265
75,48.612926
76,48.342007
77,51.56904
78,61.799786
79,106.9702
80,33.90931
81,43.522724
82,23.69987
83,43.89281
84,15.919408
85,18.765266
86,39.810375
87,38.637302
88,68.69105
89,12.832405
90,34.225746
91,32.90923
92,28.340937
93,27.0409
94,14.950739
95,37.675884
96,26.554636
97,27.587215
98,20.717241
99,21.755327
100,26.42654
101,42.088036
102,21.286852
103,17.453466
104,13.874929
105,21.837492
106,10.243868
107,25.371014
108,6.897755
109,10.238695
110,9.233813
111,2.2547576
112,4.8030033
113,11.315767
114,4.898892
115,6.5429626
116,36.554737
117,18.227766
118,13.617502
119,24.390024
120,21.226519
121,11.329632
122,42.190037
123,24.574667
124,47.222958
125,57.857437
126,27.319513
127,35.15029
128,47.455685
129,36.492702
130,36.34133
131,16.213894
132,50.72184
133,78.29087
134,62.051613
135,12.933296
136,16.703674
137,20.482378
138,24.883703
139,14.417487
140,16.641747
141,19.487831
142,22.978312
143,13.4319725
144,15.152912
145,9.359065
146,10.304934
147,29.052187
148,28.606936
149,13.05266
150,17.337805
151,17.965435
152,15.592747
153,45.68504
154,47.951355
155,51.946896
156,47.341038
157,52.420105
158,106.6811
159,37.01886
160,35.328556
161,26.402792
162,44.53246
163,15.763317
164,21.613104
165,43.397938
166,38.97835
167,76.01006
168,13.55052
169,36.51221
170,29.648006
171,37.30127
172,30.116238
173,14.709061
174,38.75858
175,27.871584
176,27.88743
177,21.990484
178,20.222803
179,25.419535
180,46.163876
181,20.733599
182,16.05058
183,14.597581
184,20.84071
185,9.081952
186,25.531555
187,8.724873
188,9.983294
189,8.338842
190,2.0311368
191,5.1511006
192,10.897191
193,4.651849
194,6.1246886
195,36.34615
196,17.622211
197,14.1885805
198,23.7882
199,22.559566
200,11.848281
201,39.53403
202,25.02736
203,48.407215
204,54.444576
205,27.364582
206,41.858368
207,49.1425
208,37.453278
209,41.50019
210,12.27852
211,48.773735
212,89.43312
213,50.08194
214,12.943578
215,18.28533
216,18.272036
217,22.393927
218,15.888966
219,15.725592
220,19.057741
221,22.899462
222,13.550322
223,16.254671
224,9.178501
225,8.42851
226,26.914762
227,26.315462
228,12.71394
229,17.156134
230,16.75841
231,13.999828
232,48.236946
233,47.795315
234,56.62231
235,58.1738
236,67.21523
237,107.44909
238,36.916996
239,41.33289
240,22.922888
241,42.825176
242,19.593641
243,18.681358
244,45.12676
245,36.41117
246,72.398506
247,13.274294
248,37.999866
249,30.33407
250,29.27054
251,26.274494
252,15.113952
253,36.29497
254,25.336636
255,24.313793
256,20.292746
257,19.317938
258,26.606148
259,45.25658
260,21.467314
261,17.254112
262,15.089218
263,20.906816
264,10.005318
265,25.92209
266,8.100215
267,10.642528
268,8.699444
269,2.365046
270,4.723078
271,11.137378
272,5.1522746
273,6.0672684
274,38.655773
275,18.072218
276,14.487995
277,25.143847
278,21.124847
279,12.440096
280,37.426678
281,28.677448
282,48.214504
283,58.250477
284,28.592394
285,36.98595
286,44.713707
287,37.73778
288,38.179134
289,15.020916
290,58.81945
291,81.55661
292,58.046577
293,14.173445
294,17.409822
295,20.339233
296,22.001263
297,16.015747
298,16.698576
299,19.90587
300,22.396646
301,14.832366
302,15.365166
303,8.886641
304,10.482492
305,26.772608
306,26.683916
307,12.44719
308,17.48414
309,18.9979
310,13.053146
311,46.414852
312,50.52966
313,56.267235
314,45.30606
315,61.60651
316,118.9484
317,39.24653
318,36.09566
319,22.013197
320,41.867603
321,15.181101
322,20.964468
323,38.66148
324,39.691914
325,76.01223
326,14.27663
327,38.199554
328,30.803553
329,32.917423
330,27.353857
331,13.571884
332,39.416008
333,27.790258
334,26.930641
335,22.105837
336,22.615612
337,25.967983
338,42.32191
339,20.479965
340,16.831316
341,14.857988
342,21.432604
343,10.262117
344,26.13427
345,7.757593
346,8.795474
347,7.291736
348,2.4326847
349,4.932631
350,11.419442
351,4.961261
352,6.5051084
353,41.93566
354,17.396687
355,12.951884
356,23.956606
357,23.736912
358,12.383249
359,42.814827
360,26.903475
361,44.459
362,50.780342
363,27.95378
364,42.694355
365,48.32436
366,40.017754
367,41.2606
368,14.488323
369,47.561924
370,80.42903
371,62.465668
372,10.02097
373,18.92227
374,20.268562
375,25.923027
376,14.876323
377,17.288015
378,18.413805
379,21.786257
380,15.375177
381,17.064623
382,9.679606
383,9.517731
384,29.482897
385,24.829088
386,13.588324
387,17.781889
388,17.873728
389,13.875444
390,44.30782
391,51.828342
392,50.984562
393,49.390583
394,58.970684
395,110.822395
396,35.07136
397,44.68776
398,21.987486
399,43.16103
400,16.684515
401,22.221731
402,41.296852
403,41.531277
404,77.66573
405,14.959108
406,40.45973
407,29.93196
408,34.46026
409,27.16526
410,14.018983
411,41.10672
412,27.621622
413,27.451452
414,20.303898
415,19.45437
416,25.37547
417,45.78566
418,21.216658
419,16.862648
420,15.747404
421,20.33282
422,9.734548
423,24.811346
424,7.4077644
425,9.441967
426,8.636847
427,2.5674598
428,5.2373433
429,11.36406
430,5.0443606
431,5.9012017
432,39.939793
433,18.346823
434,12.237529
435,22.309399
436,20.958109
437,11.677732
438,38.82465
439,28.381765
440,51.546295
441,61.43072
442,28.105131
443,41.13376
444,47.03509
445,41.930824
446,41.98392
447,13.452551
448,50.399532
449,92.6493
450,53.77271
451,14.620487
452,17.952871
453,23.069645
454,24.07355
455,14.616396
456,16.73509
457,21.44256
458,23.425022
459,13.451629
460,15.115221
461,9.283058
462,10.256868
463,21.72884
464,26.434977
465,14.459658
466,18.496513
467,18.0073
468,14.118295
469,47.785408
470,49.852173
471,47.57668
472,60.27582
473,61.082836
474,135.1559
475,38.685177
476,36.394405
477,22.636618
478,43.282528
479,19.178404
480,18.269823
481,37.3999
482,41.38077
483,69.24434
484,15.256157
485,40.38442
486,28.007181
487,34.37642
488,28.706272
489,12.81646
490,44.048954
491,27.645208
492,29.298468
493,21.641937
494,20.190187
495,24.982613
496,37.467113
497,22.337835
498,18.132748
499,15.948495
500,21.604916
501,10.200653
502,24.45431
503,7.72682
504,10.052745
505,8.18424
506,1.9337245
507,5.7385554
508,10.863846
509,5.694925
510,6.508259
511,36.037434
512,16.45958
513,12.962315
514,22.24889
515,22.60062
516,10.441152
517,39.58297
518,25.336546
519,50.666737
520,53.050697
521,27.783628
522,39.704185
523,48.596333
524,37.386326
525,35.705536
526,13.836039
527,47.201992
528,98.74894
529,56.648937
530,12.757794
531,17.545973
532,19.489782
533,22.53286
534,13.891689
535,15.710457
536,20.952984
537,24.652029
538,13.982549
539,15.958372
540,9.843069
541,8.643887
542,25.989607
543,26.427275
544,14.198297
545,17.93285
546,17.87802
547,12.866306
548,50.126064
549,49.224293
550,49.936337
551,57.21229
552,53.90285
553,97.95491
554,40.316364
555,33.632286
556,22.384897
557,47.20606
558,18.17847
559,19.26085
560,38.864788
561,41.025806
562,78.43353
563,14.383709
564,39.384357
565,32.79823
566,30.548939
567,25.386961
568,13.423464
569,41.79553
570,25.839262
571,29.126118
572,22.75413
573,21.790262
574,26.292164
575,48.73695
576,21.42536
577,15.01314
578,14.069038
579,23.198729
580,10.555804
581,26.347996
582,7.4189754
583,10.143984
584,8.048212
585,2.1680682
586,5.5496845
587,11.618404
588,5.6978464
589,6.436648
590,36.84065
591,16.819883
592,12.804794
593,24.252878
594,22.573973
595,11.599188
596,40.391026
597,27.641567
598,52.70392
599,50.705704
600,24.747438
601,34.246502
602,51.80389
603,43.00093
604,39.714966
605,12.493008
606,58.664455
607,83.775406
608,62.085705
609,12.727116
610,17.048857
611,22.147646
612,26.325485
613,13.410101
614,16.450233
615,22.419779
616,24.832817
617,14.622728
618,17.377384
619,10.322868
620,9.380867
621,29.334276
622,24.61344
623,12.937965
624,17.794558
625,16.910755
626,12.854588
627,50.691303
628,54.99273
629,51.8361
630,46.92304
631,60.594143
632,127.89594
633,38.233913
634,42.796154
635,20.509357
636,49.409954
637,18.846304
638,18.606512
639,35.725975
640,35.471493
641,75.85102
642,13.843637
643,37.915737
644,30.078989
645,30.841143
646,28.830942
647,13.836468
648,44.07774
649,26.139187
650,28.564882
651,21.707129
652,20.853895
653,24.229422
654,44.63751
655,20.906588
656,15.470902
657,15.68413
658,21.15685
659,10.2779875
660,30.233938
661,8.960362
662,9.955629
663,8.091084
664,2.190059
665,4.4358125
666,9.555661
667,4.7497897
668,6.5274773
669,37.645073
670,19.15539
671,13.250416
672,25.029953
673,24.99852
674,11.850164
675,46.141315
676,24.74183
677,48.62376
678,49.751934
679,28.320204
680,40.631172
681,50.642963
682,34.88557
683,36.72579
684,14.721394
685,51.594738
686,85.58416
687,65.38726
688,12.286187
689,18.563128
690,19.06461
691,23.049234
692,13.73333
693,15.384068
694,19.595404
695,22.866396
696,13.879965
697,15.603063
698,8.7533
699,10.153365
700,27.80075
701,32.443424
702,13.424772
703,17.840403
704,17.279573
705,14.934099
706,48.66006
707,54.67227
