id,ürün fiyatı
0,113.35713
1,37.13611
2,37.77768
3,22.971714
4,40.742912
5,18.355015
6,19.03463
7,43.424217
8,38.8638
9,85.83315
10,13.961327
11,34.911728
12,33.917305
13,28.655685
14,26.471624
15,13.09473
16,40.226883
17,26.900549
18,25.329086
19,19.977947
20,22.888351
21,21.948755
22,42.851093
23,19.314503
24,18.002144
25,12.70322
26,20.6512
27,11.182999
28,24.930857
29,6.338826
30,9.72315
31,8.253082
32,2.508713
33,5.1508636
34,11.913391
35,5.244117
36,20.06746
37,31.819721
38,16.922789
39,12.73282
40,21.194637
41,22.49744
42,11.762715
43,40.92845
44,21.650185
45,54.685806
46,54.528225
47,24.779736
48,40.79531
49,49.86394
50,38.241554
51,38.29913
52,14.027563
53,50.60544
54,80.13043
55,50.929317
56,12.640054
57,18.224989
58,22.338297
59,24.093163
60,12.5176735
61,15.818339
62,21.428782
63,23.278605
64,12.376218
65,16.195484
66,10.685496
67,10.815537
68,25.702002
69,27.841599
70,13.293863
71,17.524778
72,15.48699
73,13.589767
74,47.39279
75,45.3733
76,46.012802
77,53.043404
78,60.480476
79,106.42071
80,31.993986
81,42.014404
82,23.574944
83,43.903545
84,16.59587
85,18.849485
86,41.46755
87,38.94578
88,70.718605
89,12.493286
90,33.283966
91,33.644066
92,26.20834
93,27.608677
94,13.63615
95,36.752037
96,26.229904
97,25.642069
98,20.008255
99,22.386396
100,25.687649
101,38.61091
102,21.294716
103,18.33152
104,12.375141
105,20.929804
106,10.654191
107,24.482388
108,6.733266
109,9.378675
110,8.246257
111,2.482162
112,5.216015
113,12.265097
114,5.2292066
115,19.756647
116,34.437874
117,17.709702
118,12.974967
119,21.990738
120,20.288725
121,11.462281
122,43.496193
123,24.944859
124,47.837273
125,56.184128
126,26.435352
127,35.970337
128,49.786793
129,36.85257
130,35.998882
131,15.83553
132,50.71703
133,76.03466
134,62.576683
135,13.286259
136,15.793808
137,19.544405
138,24.563744
139,12.481314
140,17.227253
141,19.867908
142,24.722202
143,13.126922
144,15.030979
145,9.755894
146,10.516314
147,31.465584
148,28.53537
149,12.801095
150,17.394354
151,17.38799
152,15.497786
153,44.37674
154,44.97104
155,51.3592
156,46.72103
157,50.10574
158,105.62534
159,34.276337
160,33.119183
161,26.936363
162,43.65037
163,15.034325
164,21.710447
165,45.530827
166,39.87757
167,75.84818
168,13.976131
169,34.606735
170,29.924555
171,34.899727
172,28.037384
173,13.289332
174,39.81357
175,28.478596
176,28.03432
177,22.395782
178,18.715965
179,24.323147
180,43.61093
181,21.586521
182,14.707691
183,14.4719715
184,19.415905
185,7.9774847
186,26.29914
187,6.243929
188,9.075363
189,7.97221
190,2.5859008
191,5.03887
192,11.697731
193,5.1883307
194,11.043512
195,33.995113
196,18.71867
197,13.893239
198,21.576897
199,22.833178
200,11.637674
201,39.692116
202,23.264553
203,47.90074
204,54.721066
205,26.891685
206,42.67153
207,49.92796
208,36.97695
209,42.089935
210,12.172013
211,46.297924
212,88.976524
213,47.038986
214,13.885891
215,17.923473
216,17.787983
217,22.15193
218,14.968097
219,16.348011
220,18.697147
221,24.71265
222,12.602346
223,16.532604
224,10.69623
225,9.549976
226,27.651525
227,26.206211
228,12.064611
229,14.8535595
230,15.556678
231,14.498579
232,44.948128
233,43.376266
234,55.007645
235,57.77662
236,65.647545
237,105.08683
238,34.781715
239,39.049156
240,22.363022
241,42.15359
242,18.238544
243,17.6417
244,44.441376
245,36.333626
246,71.664024
247,12.81965
248,35.64865
249,30.777666
250,26.418806
251,25.305243
252,13.229055
253,37.03054
254,24.76187
255,22.781929
256,19.861706
257,17.503242
258,26.558992
259,42.90523
260,20.5237
261,17.368263
262,14.972606
263,19.931812
264,9.3869505
265,26.103315
266,6.5294437
267,9.994289
268,8.147885
269,2.5221407
270,5.2039013
271,11.8698225
272,5.3655024
273,12.969237
274,35.456566
275,18.910797
276,13.385091
277,22.573696
278,21.133064
279,12.006606
280,36.925034
281,28.904932
282,50.17804
283,56.25614
284,27.15606
285,37.883587
286,45.450287
287,39.034843
288,38.895084
289,14.622668
290,57.54567
291,76.60477
292,58.095154
293,14.731487
294,15.021854
295,20.281433
296,23.138397
297,14.339678
298,17.00313
299,20.672573
300,21.558804
301,14.87463
302,15.212355
303,9.013404
304,10.128432
305,26.628323
306,25.891727
307,12.511066
308,17.1759
309,18.682884
310,12.986519
311,45.67994
312,49.768353
313,54.589886
314,46.174923
315,63.433758
316,116.522484
317,35.69793
318,34.06603
319,21.543053
320,41.940086
321,15.515501
322,19.559464
323,40.044903
324,39.282284
325,76.00501
326,13.977144
327,35.415794
328,31.366497
329,31.374384
330,26.360592
331,12.7703
332,40.5366
333,27.244165
334,25.247425
335,20.575184
336,24.14602
337,26.43832
338,36.9545
339,19.277586
340,17.48541
341,14.581117
342,21.205868
343,10.274209
344,25.760864
345,6.058245
346,9.218025
347,7.6785326
348,2.6314561
349,5.0238905
350,12.207083
351,5.157662
352,14.326281
353,34.15473
354,18.001823
355,13.4198475
356,21.72274
357,25.18737
358,11.773675
359,41.346783
360,25.029524
361,43.08618
362,49.958206
363,27.300652
364,44.16331
365,47.712677
366,40.610203
367,41.72321
368,13.9234085
369,45.271637
370,77.25828
371,61.745422
372,10.802347
373,19.607054
374,21.111137
375,27.017794
376,14.045849
377,18.075977
378,19.550674
379,22.558596
380,15.881781
381,17.139212
382,10.434697
383,10.51922
384,29.55237
385,24.756224
386,12.829067
387,15.186436
388,17.20492
389,13.412806
390,45.15057
391,54.10816
392,51.88891
393,49.36935
394,58.743023
395,111.56089
396,34.726067
397,41.717873
398,20.266737
399,43.730827
400,16.419186
401,22.604774
402,42.376175
403,39.87605
404,78.29811
405,12.985833
406,38.614258
407,30.845978
408,32.82144
409,24.059935
410,13.005351
411,40.232365
412,25.285456
413,26.245998
414,19.868404
415,16.764711
416,25.762875
417,41.845413
418,18.677692
419,17.671314
420,15.397154
421,19.90997
422,10.175262
423,26.057001
424,6.3745966
425,9.525068
426,8.027796
427,2.6071699
428,5.030012
429,12.363919
430,5.2025733
431,15.845498
432,33.95037
433,17.503109
434,12.948994
435,21.558016
436,22.433578
437,11.680538
438,40.59195
439,26.27357
440,52.73418
441,59.488747
442,27.792383
443,42.93239
444,48.41357
445,44.841343
446,43.507454
447,12.689354
448,48.707962
449,92.16196
450,51.580627
451,15.157883
452,16.559208
453,22.759743
454,25.603092
455,13.227365
456,17.145905
457,21.895227
458,23.22073
459,12.868654
460,15.083015
461,9.419148
462,10.717904
463,22.03287
464,27.660955
465,13.931989
466,18.327549
467,16.704899
468,14.004856
469,45.521027
470,46.961708
471,45.409904
472,60.617294
473,60.237976
474,140.91495
475,36.772545
476,35.39661
477,22.7281
478,44.233864
479,19.434645
480,18.085735
481,39.054714
482,40.60215
483,69.4219
484,14.545515
485,39.729168
486,28.345676
487,32.85185
488,26.74422
489,13.295511
490,43.42895
491,27.426498
492,26.362133
493,22.147423
494,18.947916
495,25.318375
496,31.097221
497,24.19637
498,19.651161
499,14.887679
500,21.548088
501,10.378557
502,22.712414
503,5.9895496
504,9.246866
505,8.228391
506,2.5681007
507,5.310223
508,12.297006
509,5.0716515
510,25.463734
511,28.615501
512,15.866826
513,11.964916
514,21.32036
515,22.70996
516,11.1654
517,40.90233
518,25.22955
519,50.40175
520,51.789818
521,27.392433
522,38.846924
523,51.286335
524,36.395546
525,35.69729
526,12.804577
527,43.784843
528,96.9791
529,55.63021
530,13.182634
531,17.792719
532,20.016193
533,22.117027
534,12.035713
535,16.799597
536,20.3973
537,25.678436
538,14.392355
539,16.576136
540,10.182985
541,9.561659
542,25.471294
543,26.892868
544,14.129965
545,16.764454
546,17.426743
547,13.30352
548,47.681763
549,44.963722
550,47.822136
551,56.12764
552,48.39897
553,100.34882
554,39.413044
555,32.231564
556,23.170288
557,47.561634
558,17.575382
559,18.1982
560,37.731606
561,40.29785
562,80.21432
563,13.5131235
564,37.84418
565,32.648445
566,27.667606
567,23.466888
568,13.033682
569,42.298004
570,24.64074
571,26.478329
572,22.952278
573,20.661722
574,24.122612
575,47.53325
576,19.488617
577,15.5829935
578,13.743394
579,22.795399
580,10.177643
581,26.531029
582,6.808334
583,9.606998
584,8.177244
585,2.2192326
586,5.43379
587,13.153576
588,5.433604
589,26.774187
590,28.785208
591,15.860316
592,11.400624
593,21.396626
594,24.308187
595,11.408182
596,41.323696
597,28.164154
598,54.058884
599,49.303417
600,24.991215
601,35.149693
602,53.50505
603,45.583725
604,38.984856
605,12.274517
606,58.027706
607,80.40724
608,61.178574
609,13.336882
610,16.825222
611,23.112946
612,27.139484
613,13.28752
614,16.40906
615,22.915794
616,25.645481
617,14.297571
618,17.367752
619,10.849489
620,9.831221
621,30.326836
622,25.173073
623,13.511194
624,17.623558
625,15.920828
626,13.45467
627,50.466908
628,52.953747
629,50.265583
630,47.86654
631,61.376694
632,128.94275
633,35.67319
634,42.3135
635,20.154036
636,50.011402
637,19.753567
638,18.624186
639,34.95038
640,31.850784
641,76.43839
642,14.419151
643,35.23327
644,29.875347
645,28.508911
646,28.014488
647,13.425654
648,46.37272
649,24.772964
650,25.131466
651,22.242615
652,20.484318
653,23.930223
654,43.683155
655,20.468975
656,15.793302
657,16.079191
658,20.142439
659,10.451128
660,31.6495
661,7.4360943
662,9.993574
663,7.728932
664,2.4683597
665,4.8551674
666,10.676056
667,4.872551
668,16.760212
669,35.55426
670,19.01263
671,14.412055
672,23.088848
673,25.409237
674,11.678031
675,47.288395
676,25.353376
677,47.843903
678,48.10102
679,29.644009
680,41.874275
681,52.589996
682,33.953747
683,33.289993
684,15.263933
685,49.041855
686,82.88382
687,63.10402
688,12.468817
689,18.07627
690,18.730858
691,23.380066
692,12.082537
693,15.775124
694,19.31589
695,22.448128
696,14.233171
697,15.51492
698,9.203716
699,10.801468
700,28.024014
701,33.208214
702,12.649308
703,17.878448
704,16.296146
705,15.796062
706,47.224377
707,52.325962
708,51.044334
709,57.135124
710,52.95983
711,110.799835
712,35.232254
713,30.614353
714,21.101215
715,45.538025
716,16.648584
717,19.679981
718,39.207565
719,38.906837
720,69.94503
721,14.305377
722,34.344257
723,31.596394
724,31.681767
725,25.641842
726,13.15612
727,39.29207
728,25.280733
729,29.233173
730,19.202023
731,19.171122
732,23.484415
733,37.412395
734,20.021507
735,17.405369
736,15.496892
737,20.157436
738,10.326208
739,26.124731
740,6.431014
741,9.853994
742,7.910654
743,2.2184813
744,4.891354
745,11.462195
746,5.0610857
747,16.6703
748,30.333628
749,16.126734
750,10.661003
751,18.68028
752,23.009695
753,10.214286
754,38.92544
755,27.568724
756,54.68286
757,52.831924
758,27.957392
759,42.540237
760,48.771275
761,36.577694
762,34.467308
763,12.722722
764,56.870823
765,88.73661
766,54.117844
767,14.515989
768,14.987356
769,21.044123
770,24.388298
771,15.631911
772,17.706959
773,20.13924
774,25.145477
775,13.051283
776,19.39095
777,9.907624
778,10.405205
779,28.151518
780,27.327892
781,13.016942
782,16.139301
783,18.033539
784,12.489827
785,48.591507
786,54.640434
787,50.105812
788,55.87671
789,60.517395
790,132.03343
791,40.81187
792,31.512184
793,26.368155
794,45.511414
795,14.133308
796,21.110987
797,46.681908
798,38.16918
799,82.42835
800,14.51679
801,38.934
802,31.42546
803,31.54999
804,29.293621
805,12.087091
806,40.686165
807,21.697914
808,26.178162
809,18.271435
810,17.829117
811,27.28194
812,34.243927
813,18.907967
814,18.57788
815,15.467819
816,21.618011
817,9.491457
818,26.412731
819,5.886504
820,9.805322
821,7.6639037
822,2.5584934
823,5.4117064
824,11.73274
825,4.8649898
826,20.589455
827,33.417393
828,18.027723
829,13.675489
830,22.029299
831,20.743412
832,9.893175
833,46.634773
834,25.798977
835,61.870636
836,54.33734
837,24.950865
838,38.22284
839,44.578735
840,41.455414
841,39.703514
842,12.509605
843,49.679283
844,89.21152
845,55.476624
846,11.833848
847,16.967363
848,20.26624
849,21.20794
850,13.273682
851,15.441629
852,20.914408
853,20.546074
854,13.759045
855,16.283594
856,9.841742
857,9.913341
858,24.645569
859,24.960814
860,15.152557
861,17.039059
862,18.290224
863,14.466906
864,44.407738
865,46.80474
866,54.994972
867,49.991287
868,55.67163
869,102.847145
870,38.45195
871,36.371773
872,25.6973
873,43.88878
874,16.740517
875,21.89827
876,37.32292
877,44.457188
878,78.33155
879,14.190079
880,33.98389
881,32.245888
882,28.223797
883,24.734676
884,11.673561
885,42.192406
886,26.625927
887,24.216324
888,22.18558
889,19.059551
890,22.727314
891,41.68733
892,17.85664
893,18.653751
894,15.557062
895,19.571074
896,9.644516
897,27.730804
898,6.431802
899,9.843017
900,8.637723
901,2.2635758
902,5.2932253
903,11.118461
904,5.0557976
905,21.600468
906,30.696625
907,16.405697
908,12.190542
909,21.669888
910,19.817379
911,11.70755
912,40.956017
913,26.90129
914,49.096336
915,57.26564
916,28.427794
917,40.435066
918,46.5651
919,44.391323
920,42.435097
921,12.907239
922,48.655655
923,79.18656
924,55.099136
925,11.430185
926,16.021326
927,21.0018
928,22.126873
929,14.116705
930,16.483425
931,21.543415
932,23.927292
933,13.550046
934,16.087229
935,10.46993
936,10.431056
937,28.33228
938,23.85072
939,12.817996
940,15.543232
941,17.80819
942,12.211285
943,44.96537
944,47.447525
945,55.103714
946,46.617226
947,53.807888
948,116.17896
949,34.65416
950,34.091934
951,22.424746
952,45.85156
953,18.768072
954,19.771122
955,36.4701
956,47.714317
957,77.459045
958,12.85637
959,34.056156
960,27.87961
961,32.133804
962,24.586636
963,12.854803
964,37.69861
965,27.703806
966,24.429266
967,20.22593
968,19.652493
969,22.134617
970,42.953835
971,21.575321
972,15.597122
973,15.288494
974,19.678144
975,11.738941
976,20.701496
977,6.1072907
978,9.175695
979,8.005535
980,2.6278324
981,5.218259
982,11.895055
983,5.292948
984,28.017849
985,29.020561
986,16.004528
987,12.160353
988,21.38446
989,20.971611
990,11.819777
991,40.700066
992,23.717175
993,42.802616
994,57.607094
995,26.797396
996,38.935944
997,50.408653
998,40.000935
999,41.41485
1000,13.040506
1001,63.472214
1002,82.94943
1003,54.779602
1004,14.003298
1005,16.203146
1006,21.106514
1007,24.13711
1008,12.998334
1009,17.519905
1010,18.473389
1011,21.850348
1012,13.576876
1013,15.451393
1014,9.848732
1015,10.171785
1016,28.393625
1017,26.989876
1018,14.037462
1019,16.436129
